ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-26880N|uniprotkb:Q9U1S5,DIP-26956N|refseq:NP_492063|uniprotkb:Q19416,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41324E,dip-quality-status:,dip:0005(high throughput)
DIP-24594N|refseq:NP_495317|uniprotkb:Q18897,DIP-25024N|refseq:NP_502050|uniprotkb:Q19424,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41325E,dip-quality-status:,dip:0005(high throughput)
DIP-26727N|refseq:NP_495012|uniprotkb:Q09296,DIP-25024N|refseq:NP_502050|uniprotkb:Q19424,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41326E,dip-quality-status:,dip:0005(high throughput)
DIP-25024N|refseq:NP_502050|uniprotkb:Q19424,DIP-24593N|refseq:NP_499461|uniprotkb:O18152,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41327E,dip-quality-status:,dip:0005(high throughput)
DIP-26643N|refseq:NP_490886|uniprotkb:Q22860,DIP-25024N|refseq:NP_502050|uniprotkb:Q19424,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41328E,dip-quality-status:,dip:0005(high throughput)
DIP-27239N|refseq:NP_001022951|uniprotkb:Q9U1S2,DIP-25024N|refseq:NP_502050|uniprotkb:Q19424,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41329E,dip-quality-status:,dip:0005(high throughput)
DIP-26753N|refseq:NP_508797,DIP-25312N|refseq:NP_504621|uniprotkb:Q07085,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41330E,dip-quality-status:,dip:0005(high throughput)
DIP-24818N|uniprotkb:P50464,DIP-24706N|refseq:NP_497716|uniprotkb:Q09497,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41333E,dip-quality-status:,dip:0005(high throughput)
DIP-24818N|uniprotkb:P50464,DIP-27006N|refseq:NP_509334|uniprotkb:Q18529,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41334E,dip-quality-status:,dip:0005(high throughput)
DIP-24818N|uniprotkb:P50464,DIP-24802N|refseq:NP_491646|uniprotkb:P91307,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41335E,dip-quality-status:,dip:0005(high throughput)
DIP-24818N|uniprotkb:P50464,DIP-27051N|refseq:NP_510278|uniprotkb:Q20742,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41336E,dip-quality-status:,dip:0005(high throughput)
DIP-25896N|refseq:NP_510034|uniprotkb:Q20956,DIP-24818N|uniprotkb:P50464,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41337E,dip-quality-status:,dip:0005(high throughput)
DIP-24818N|uniprotkb:P50464,DIP-26385N|refseq:NP_001022799|uniprotkb:O45865,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41338E,dip-quality-status:,dip:0005(high throughput)
DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,DIP-24818N|uniprotkb:P50464,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41339E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-24552N|refseq:NP_502674|uniprotkb:O62020,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41340E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-24527N|refseq:NP_500719|uniprotkb:O44447,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41341E,dip-quality-status:,dip:0005(high throughput)
DIP-25754N|refseq:NP_508636|uniprotkb:Q11103,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41342E,dip-quality-status:,dip:0005(high throughput)
DIP-24324N|refseq:NP_501375|uniprotkb:Q17796,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41343E,dip-quality-status:,dip:0005(high throughput)
DIP-25627N|refseq:NP_510621|uniprotkb:Q17865,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41344E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-25798N|refseq:NP_508686|uniprotkb:Q18043,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41345E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-26670N|refseq:NP_510436|uniprotkb:Q9U3P1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41346E,dip-quality-status:,dip:0005(high throughput)
DIP-26472N|refseq:NP_501545|uniprotkb:Q18241,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41347E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-26515N|refseq:NP_497991,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41348E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-26579N|refseq:NP_501551|uniprotkb:Q18937,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41351E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-25896N|refseq:NP_510034|uniprotkb:Q20956,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41358E,dip-quality-status:,dip:0005(high throughput)
DIP-26904N|refseq:NP_497703|uniprotkb:Q21021,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41359E,dip-quality-status:,dip:0005(high throughput)
DIP-25326N|refseq:NP_492752|uniprotkb:Q93831,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41360E,dip-quality-status:,dip:0005(high throughput)
DIP-27221N|refseq:NP_741103|uniprotkb:Q9N5N7,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41361E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-27499N|refseq:NP_510318|uniprotkb:Q21127,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41362E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-26646N|refseq:NP_499057,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41363E,dip-quality-status:,dip:0005(high throughput)
DIP-26837N|refseq:NP_494865|uniprotkb:P53017,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41364E,dip-quality-status:,dip:0005(high throughput)
DIP-25020N|refseq:NP_490727|uniprotkb:O61708,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41367E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-24502N|refseq:NP_741152,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41368E,dip-quality-status:,dip:0005(high throughput)
DIP-24683N|refseq:NP_492255,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41369E,dip-quality-status:,dip:0005(high throughput)
DIP-25405N|refseq:NP_493222|uniprotkb:O18051,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41370E,dip-quality-status:,dip:0005(high throughput)
DIP-25960N|refseq:NP_495479|uniprotkb:Q95ZK7,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41371E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-26760N|refseq:NP_491967|uniprotkb:O02065,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41372E,dip-quality-status:,dip:0005(high throughput)
DIP-25429N|refseq:NP_492976|uniprotkb:O45799,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41374E,dip-quality-status:,dip:0005(high throughput)
DIP-25664N|uniprotkb:Q9N582,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41375E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-25472N|refseq:NP_741371|uniprotkb:Q966C6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41376E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-24408N|uniprotkb:Q9N3Z0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41377E,dip-quality-status:,dip:0005(high throughput)
DIP-24545N|refseq:NP_740827|uniprotkb:Q8ITV7,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41378E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-27077N|uniprotkb:Q9N4Q7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41379E,dip-quality-status:,dip:0005(high throughput)
DIP-25758N|refseq:NP_740775|uniprotkb:Q9N2Z7,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41380E,dip-quality-status:,dip:0005(high throughput)
DIP-26545N|uniprotkb:Q17359,DIP-27239N|refseq:NP_001022951|uniprotkb:Q9U1S2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41381E,dip-quality-status:,dip:0005(high throughput)
DIP-27178N|refseq:NP_493321|uniprotkb:O18289,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41382E,dip-quality-status:,dip:0005(high throughput)
DIP-25955N|refseq:NP_498142|uniprotkb:Q9N4P3,DIP-26545N|uniprotkb:Q17359,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41383E,dip-quality-status:,dip:0005(high throughput)
DIP-27304N|refseq:NP_499704|uniprotkb:O17806,DIP-25617N|refseq:NP_506079|uniprotkb:Q20819,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41384E,dip-quality-status:,dip:0005(high throughput)
DIP-25797N|refseq:NP_507044|uniprotkb:O45364,DIP-27342N|refseq:NP_494893|uniprotkb:Q21746,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41385E,dip-quality-status:,dip:0005(high throughput)
DIP-25423N|refseq:NP_495260|uniprotkb:Q19436,DIP-26991N|refseq:NP_510124|uniprotkb:P49808,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41386E,dip-quality-status:,dip:0005(high throughput)
DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,DIP-26773N|refseq:NP_508239|uniprotkb:Q18776,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41387E,dip-quality-status:,dip:0005(high throughput)
DIP-27444N|refseq:NP_494879|uniprotkb:P91249,DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41388E,dip-quality-status:,dip:0005(high throughput)
DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,DIP-25904N|refseq:NP_499847|uniprotkb:Q9XUS2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41389E,dip-quality-status:,dip:0005(high throughput)
DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41390E,dip-quality-status:,dip:0005(high throughput)
DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,DIP-26061N|refseq:NP_504232|uniprotkb:Q9N5D6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41391E,dip-quality-status:,dip:0005(high throughput)
DIP-26683N|refseq:NP_507906|uniprotkb:Q9U2W6,DIP-27213N|refseq:NP_510060|uniprotkb:Q19503,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41392E,dip-quality-status:,dip:0005(high throughput)
DIP-26563N|refseq:NP_506193|uniprotkb:Q19555,DIP-24317N|refseq:NP_494836|uniprotkb:Q19325,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41393E,dip-quality-status:,dip:0005(high throughput)
DIP-25147N|refseq:NP_503682|uniprotkb:Q9UAT4,DIP-26780N|refseq:NP_509456|uniprotkb:Q19569,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41395E,dip-quality-status:,dip:0005(high throughput)
DIP-26847N|refseq:NP_502348|uniprotkb:Q19584,DIP-24492N|refseq:NP_495094|uniprotkb:O01894,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41397E,dip-quality-status:,dip:0005(high throughput)
DIP-26832N|refseq:NP_502312|uniprotkb:Q19617,DIP-24817N|refseq:NP_001041163|uniprotkb:Q9XUQ4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41399E,dip-quality-status:,dip:0005(high throughput)
DIP-25723N|refseq:NP_498169|uniprotkb:Q21648,DIP-25186N|refseq:NP_502311|uniprotkb:Q19618,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41400E,dip-quality-status:,dip:0005(high throughput)
DIP-26567N|refseq:NP_510857|uniprotkb:Q19624,DIP-25741N|refseq:NP_502013|uniprotkb:Q22408,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41401E,dip-quality-status:,dip:0005(high throughput)
DIP-26567N|refseq:NP_510857|uniprotkb:Q19624,DIP-27300N|refseq:NP_493420|uniprotkb:Q9XUM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41402E,dip-quality-status:,dip:0005(high throughput)
DIP-25791N|refseq:NP_510856|uniprotkb:O45384,DIP-25177N|refseq:NP_493955|uniprotkb:P91043,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41403E,dip-quality-status:,dip:0005(high throughput)
DIP-25703N|refseq:NP_507178|uniprotkb:O45458,DIP-25791N|refseq:NP_510856|uniprotkb:O45384,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41404E,dip-quality-status:,dip:0005(high throughput)
DIP-26621N|refseq:NP_741473|uniprotkb:Q19633,DIP-26763N|uniprotkb:Q19286,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41407E,dip-quality-status:,dip:0005(high throughput)
DIP-27315N|refseq:NP_495741|uniprotkb:Q21080,DIP-26621N|refseq:NP_741473|uniprotkb:Q19633,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41408E,dip-quality-status:,dip:0005(high throughput)
DIP-25625N|refseq:NP_506317|uniprotkb:P92004,DIP-25818N|refseq:NP_498453|uniprotkb:O01739,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41409E,dip-quality-status:,dip:0005(high throughput)
DIP-24499N|refseq:NP_495784|uniprotkb:O61442,DIP-26405N|refseq:NP_497731|uniprotkb:P41829,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41410E,dip-quality-status:,dip:0005(high throughput)
DIP-26213N|refseq:NP_509153|uniprotkb:Q18804,DIP-24499N|refseq:NP_495784|uniprotkb:O61442,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41411E,dip-quality-status:,dip:0005(high throughput)
DIP-26787N|refseq:NP_490922|uniprotkb:Q9BKU9,DIP-24499N|refseq:NP_495784|uniprotkb:O61442,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41412E,dip-quality-status:,dip:0005(high throughput)
DIP-24398N|refseq:NP_001021240|uniprotkb:P46563,DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41413E,dip-quality-status:,dip:0005(high throughput)
DIP-25637N|refseq:NP_496192|uniprotkb:P17331,DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41414E,dip-quality-status:,dip:0005(high throughput)
DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,DIP-27291N|refseq:NP_508844|uniprotkb:Q23017,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41415E,dip-quality-status:,dip:0005(high throughput)
DIP-24397N|refseq:NP_495654|uniprotkb:P45970,DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41416E,dip-quality-status:,dip:0005(high throughput)
DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,DIP-26334N|refseq:NP_510021|uniprotkb:Q23150,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41417E,dip-quality-status:,dip:0005(high throughput)
DIP-26900N|refseq:NP_498900|uniprotkb:Q95QJ7,DIP-26308N|refseq:NP_001021709|uniprotkb:Q9U302,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41418E,dip-quality-status:,dip:0005(high throughput)
DIP-24299N|refseq:NP_496497|uniprotkb:P52709,DIP-27005N|refseq:NP_509001,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41420E,dip-quality-status:,dip:0005(high throughput)
DIP-27472N|refseq:NP_502077|uniprotkb:P49041,DIP-27005N|refseq:NP_509001,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41421E,dip-quality-status:,dip:0005(high throughput)
DIP-26283N|refseq:NP_504511|uniprotkb:O44538,DIP-26138N|refseq:NP_503577|uniprotkb:Q9GZE9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41422E,dip-quality-status:,dip:0005(high throughput)
DIP-26138N|refseq:NP_503577|uniprotkb:Q9GZE9,DIP-24839N|refseq:NP_495707|uniprotkb:Q09533,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41423E,dip-quality-status:,dip:0005(high throughput)
DIP-26476N|uniprotkb:Q9GZF1,DIP-25478N|refseq:NP_502315|uniprotkb:Q20062,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41424E,dip-quality-status:,dip:0005(high throughput)
DIP-24353N|refseq:NP_508160|uniprotkb:Q19782,DIP-25321N|refseq:NP_506582|uniprotkb:Q9XTM0,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41425E,dip-quality-status:,dip:0005(high throughput)
DIP-25321N|refseq:NP_506582|uniprotkb:Q9XTM0,DIP-26171N|refseq:NP_498928|uniprotkb:Q02332,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41426E,dip-quality-status:,dip:0005(high throughput)
DIP-26650N|refseq:NP_496273|uniprotkb:P54811,DIP-27462N|refseq:NP_490978|uniprotkb:Q9TXH9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41427E,dip-quality-status:,dip:0005(high throughput)
DIP-26566N|refseq:NP_495705|uniprotkb:P54812,DIP-27462N|refseq:NP_490978|uniprotkb:Q9TXH9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41431E,dip-quality-status:,dip:0005(high throughput)
DIP-24905N|refseq:NP_509962|uniprotkb:Q18938,DIP-27462N|refseq:NP_490978|uniprotkb:Q9TXH9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-41432E,dip-quality-status:,dip:0005(high throughput)
